#ecotype,columbia,,,,,,,
#development stage,seedling,,,,,,,
#age,7 (day),,,,,,,
#compound,,,none,none,indole-3-acetic acid,none,indole-3-acetic acid,indole-3-acetic acid
Gene ID,Gene Name,DesignElementAccession,GSM9571,GSM9573,GSM9574,GSM9572,GSM9575,GSM9576
AT1G03880,CRB,265095_at,5.38760075,4.291674064,4.324983565,4.137188752,4.451634063,4.648607676
AT1G03890,CRD,265094_at,4.199765661,4.230235072,4.145364794,4.375505127,4.198773083,4.375360396
AT1G03900,ATNAP4,265043_at,10.46671219,10.11413472,10.27797965,10.29927533,10.5211648,10.50060821
AT1G03905,ABCI19,265093_at,5.881964172,5.62745263,5.484452131,5.757586648,5.951522101,5.796876409
AT1G03910,CTN,265092_at,8.99218953,9.012393868,8.792578934,8.727858426,8.776908434,9.137409086
AT1G03920,,265038_at,5.808602144,6.21574278,6.257208918,6.211767365,5.988720059,6.086073006
AT1G03950,VPS2.3,265044_at,7.022155645,6.904833395,7.197515526,7.229349976,7.223976843,7.135805463
AT1G03960,B''EPSILON,265090_at,5.836267167,5.593421222,5.736199157,6.014506899,5.640241062,6.089089281
AT1G03970,GBF4,265040_at,6.341446876,6.458387321,6.537289715,6.422283256,6.295038972,6.40265895
AT1G03980,ATPCS2,265065_at,5.241335201,5.069017148,5.2876193,5.090217736,5.083559511,5.104806131
AT1G03990,FAO1,265099_at,5.369891389,4.964969188,5.380914767,4.96840526,5.505571533,5.163642925
AT1G04000,,265039_at,7.020774124,6.569122421,7.025221233,7.079268126,6.864324777,6.621121767
AT1G04010,PSAT,265098_at,5.807138874,5.607227851,5.578945779,5.762596747,5.777259635,5.726955335
AT1G04020,ATBARD1,265097_at,8.065293455,8.825641118,7.900362879,7.987046911,8.203901093,8.206271318
AT1G04030,,265096_at,5.697213107,5.700760161,5.709298965,5.508592607,5.787419485,6.010629472
